TEAM,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PER,SEASON,Playoff,Quarter,Semi,Final,Champion,SCORE,W,L,WIN%,GB,CONF,DIV,HOME,ROAD,OT,TEAM_ID,ELO
Cleveland Cavaliers,2882,6140,646.0,1641.0,1438,1899,800.0,2407.0,3207.0,1626,559.0,412.0,925.0,1479,7848,15.38,2008-09,1,1,1,0,0,3.0,66,16,0.805,--  ,40-12,13-3 ,39-2 ,27-14,2-2 ,1610612739,1630.9226457191658
Dallas Mavericks,2955,6324,552.0,1542.0,1438,1734,797.0,2397.0,3194.0,1731,556.0,373.0,922.0,1411,7900,16.13,2008-09,1,1,0,0,0,12.0,50,32,0.61,15  ,29-23,7-9  ,32-9 ,18-23,3-1 ,1610612742,1517.3982986186934
Denver Nuggets,2988,6330,541.0,1445.0,1857,2432,883.0,2431.0,3314.0,1751,698.0,474.0,1182.0,1790,8374,16.8,2008-09,1,1,1,0,0,6.0,54,28,0.659,11  ,35-17,12-4 ,33-8 ,21-20,2-0 ,1610612743,1571.131842435903
Detroit Pistons,2966,6516,375.0,1066.0,1378,1835,948.0,2434.0,3382.0,1673,488.0,373.0,917.0,1706,7685,14.92,2008-09,1,0,0,0,0,8.0,39,43,0.476,27  ,26-26,7-9  ,21-20,18-23,2-5 ,1610612765,1315.7728968993167
Golden State Warriors,3112,6748,522.0,1400.0,1833,2295,894.0,2380.0,3274.0,1654,605.0,502.0,1119.0,1708,8579,17.63,2008-09,0,0,0,0,0,,29,53,0.354,36  ,18-34,6-10 ,21-20,8-33 ,2-4 ,1610612744,1307.3033101464384
Houston Rockets,2906,6389,604.0,1611.0,1511,1878,846.0,2612.0,3458.0,1624,541.0,339.0,1066.0,1522,7927,15.55,2008-09,1,1,0,0,0,10.0,53,29,0.646,12  ,35-17,9-7  ,33-8 ,20-21,2-1 ,1610612745,1578.6541538306872
Indiana Pacers,3067,6719,620.0,1624.0,1445,1785,862.0,2529.0,3391.0,1708,543.0,399.0,1084.0,1779,8199,16.69,2008-09,0,0,0,0,0,,36,46,0.439,30  ,23-29,7-9  ,25-16,11-30,1-4 ,1610612754,1409.1494314958788
Los Angeles Clippers,2763,6197,510.0,1435.0,1271,1721,812.0,2236.0,3048.0,1635,528.0,464.0,1093.0,1512,7307,13.64,2008-09,0,0,0,0,0,,19,63,0.232,46  ,10-42,2-14 ,11-30,8-33 ,4-2 ,1610612746,1158.1566601791717
Los Angeles Lakers,3236,6819,540.0,1496.0,1585,2061,986.0,2523.0,3509.0,1874,702.0,387.0,1038.0,1619,8597,17.09,2008-09,1,1,1,1,0,4.0,65,17,0.793,--  ,44-8 ,14-2 ,36-5 ,29-12,2-1 ,1610612747,1685.2088178083554
Memphis Grizzlies,2795,6166,397.0,1099.0,1524,2005,808.0,2266.0,3074.0,1393,602.0,353.0,1131.0,1719,7511,12.36,2008-09,0,0,0,0,0,,24,58,0.293,41  ,14-38,5-11 ,16-25,8-33 ,0-4 ,1610612763,1278.64978259822
Miami Heat,2962,6458,563.0,1574.0,1383,1825,813.0,2323.0,3136.0,1616,625.0,441.0,936.0,1624,7870,13.85,2008-09,1,0,0,0,0,5.0,43,39,0.524,23  ,28-24,9-7  ,28-13,15-26,6-2 ,1610612748,1403.6333579000102
Milwaukee Bucks,2870,6414,440.0,1229.0,1563,2007,944.0,2236.0,3180.0,1699,576.0,304.0,1059.0,1883,7743,14.1,2008-09,0,0,0,0,0,,34,48,0.415,32  ,21-31,4-12 ,22-19,12-29,2-2 ,1610612749,1294.2767927973173
Minnesota Timberwolves,2847,6411,524.0,1491.0,1455,1876,888.0,2300.0,3188.0,1600,471.0,295.0,1054.0,1608,7673,14.05,2008-09,0,0,0,0,0,,24,58,0.293,41  ,13-39,3-13 ,11-30,13-28,2-2 ,1610612750,1231.756108990268
New Orleans Pelicans,2844,6208,553.0,1522.0,1452,1790,761.0,2399.0,3160.0,1574,575.0,324.0,929.0,1563,7693,13.75,2008-09,0,0,0,0,0,7.0,49,33,0.598,16  ,30-22,9-7  ,28-13,21-20,1-2 ,1610612740,1408.119227831298
New York Knicks,2820,6303,724.0,2027.0,1325,1672,808.0,2279.0,3087.0,1606,551.0,187.0,1023.0,1476,7689,15.51,2008-09,0,0,0,0,0,,32,50,0.39,34  ,20-32,5-11 ,20-21,12-29,2-3 ,1610612752,1294.418690220468
Oklahoma City Thunder,2797,6246,318.0,905.0,1538,1958,915.0,2244.0,3159.0,1569,561.0,337.0,1205.0,1464,7450,13.29,2008-09,0,0,0,0,0,,23,59,0.28,42  ,15-37,4-12 ,15-26,8-33 ,2-3 ,1610612760,1270.0869063929877
Orlando Magic,2868,6253,794.0,2088.0,1598,2232,803.0,2666.0,3469.0,1571,565.0,431.0,1088.0,1618,8128,16.52,2008-09,1,1,1,1,1,12.0,59,23,0.72,7   ,37-15,14-2 ,32-9 ,27-14,2-0 ,1610612753,1577.208375842214
Philadelphia 76ers,2944,6401,306.0,984.0,1645,2206,1033.0,2287.0,3320.0,1617,649.0,409.0,1091.0,1616,7839,14.42,2008-09,1,0,0,0,0,7.0,41,41,0.5,25  ,25-27,6-10 ,24-17,17-24,3-0 ,1610612755,1384.8179209033274
Phoenix Suns,3293,6491,539.0,1407.0,1633,2195,865.0,2474.0,3339.0,1876,574.0,413.0,1231.0,1632,8758,17.1,2008-09,0,0,0,0,0,,46,36,0.561,19  ,30-22,11-5 ,28-13,18-23,1-2 ,1610612756,1452.1293646411352
Portland Trail Blazers,3002,6454,595.0,1553.0,1503,1962,1032.0,2342.0,3374.0,1667,546.0,398.0,980.0,1651,8102,14.76,2008-09,1,0,0,0,0,4.0,54,28,0.659,11  ,32-20,11-5 ,34-7 ,20-21,1-4 ,1610612757,1546.2667544087224
Sacramento Kings,2761,6162,537.0,1454.0,1550,1935,773.0,2181.0,2954.0,1546,519.0,322.0,1144.0,1763,7609,13.0,2008-09,0,0,0,0,0,,17,65,0.207,48  ,16-36,7-9  ,11-30,6-35 ,2-5 ,1610612758,1140.4378850501505
San Antonio Spurs,2889,6162,610.0,1556.0,1172,1537,664.0,2501.0,3165.0,1641,451.0,316.0,854.0,1429,7560,15.11,2008-09,1,0,0,0,0,3.0,54,28,0.659,11  ,36-16,10-6 ,28-13,26-15,5-1 ,1610612759,1476.4202430036432
Toronto Raptors,2918,6332,474.0,1271.0,1447,1737,695.0,2337.0,3032.0,1789,496.0,364.0,991.0,1417,7757,15.2,2008-09,0,0,0,0,0,,33,49,0.402,33  ,22-30,6-10 ,18-23,15-26,2-3 ,1610612761,1349.7474236414569
Utah Jazz,3073,6471,387.0,1105.0,1778,2294,897.0,2356.0,3253.0,2006,706.0,354.0,1135.0,1729,8311,15.78,2008-09,1,0,0,0,0,8.0,48,34,0.585,17  ,33-19,10-6 ,33-8 ,15-26,2-2 ,1610612762,1433.1600170413838
Washington Wizards,2858,6326,368.0,1117.0,1406,1823,875.0,2166.0,3041.0,1525,589.0,328.0,1043.0,1556,7490,13.42,2008-09,0,0,0,0,0,,19,63,0.232,47  ,10-42,1-15 ,13-28,6-35 ,0-1 ,1610612764,1195.8890536171737
Atlanta Hawks,2822,6145,350.0,974.0,1613,2074,917.0,2280.0,3197.0,1749,560.0,420.0,1108.0,1458,7607,14.53,2007-08,1,0,0,0,0,8.0,37,45,0.451,29  ,24-28,9-7  ,25-16,12-29,2-4 ,1610612737,1404.6807799572412
Boston Celtics,2896,6053,584.0,1529.0,1629,2111,781.0,2520.0,3301.0,1772,674.0,362.0,1142.0,1753,8005,15.78,2007-08,1,1,1,1,1,4.0,66,16,0.805,--  ,41-11,14-2 ,35-6 ,31-10,2-1 ,1610612738,1636.1369686630176
Brooklyn Nets,2724,6123,489.0,1397.0,1580,2123,815.0,2275.0,3090.0,1860,499.0,333.0,1107.0,1669,7517,12.71,2007-08,0,0,0,0,0,,34,48,0.415,32  ,26-26,4-12 ,21-20,13-28,5-1 ,1610612751,1323.3760116161416
Charlotte Hornets,2802,6154,501.0,1365.0,1442,2018,827.0,2269.0,3096.0,1677,590.0,379.0,1063.0,1601,7547,13.82,2007-08,0,0,0,0,0,,32,50,0.39,34  ,19-33,7-9  ,21-20,11-30,2-5 ,1610612766,1338.6364901888314
Chicago Bulls,2932,6709,468.0,1281.0,1519,1998,1020.0,2438.0,3458.0,1779,616.0,423.0,1120.0,1743,7851,15.5,2007-08,0,0,0,0,0,,33,49,0.402,33  ,24-28,11-5 ,20-21,13-28,0-4 ,1610612741,1342.1107216522523
Cleveland Cavaliers,2843,6422,531.0,1473.0,1417,1939,1000.0,2427.0,3427.0,1565,544.0,382.0,1020.0,1538,7634,13.94,2007-08,1,1,0,0,0,8.0,45,37,0.549,21  ,28-24,7-9  ,27-14,18-23,4-1 ,1610612739,1468.5719322412276
Dallas Mavericks,2803,5998,458.0,1311.0,1622,1980,815.0,2421.0,3236.0,1572,455.0,382.0,883.0,1492,7686,15.58,2007-08,1,0,0,0,0,7.0,51,31,0.622,6   ,33-19,10-6 ,34-7 ,17-24,0-2 ,1610612742,1446.2201789711048
Denver Nuggets,3171,6682,531.0,1479.0,1816,2397,858.0,2538.0,3396.0,1937,721.0,523.0,1107.0,1570,8689,18.41,2007-08,1,0,0,0,0,8.0,50,32,0.61,7   ,31-21,10-6 ,33-8 ,17-24,3-2 ,1610612743,1464.4271842591393
Detroit Pistons,2783,6055,450.0,1205.0,1430,1833,881.0,2253.0,3134.0,1671,540.0,438.0,813.0,1507,7446,15.4,2007-08,1,1,1,0,0,6.0,59,23,0.72,7   ,37-15,11-5 ,34-7 ,25-16,2-0 ,1610612765,1553.4861292498256
Golden State Warriors,3149,6839,710.0,2045.0,1433,1903,927.0,2253.0,3180.0,1708,696.0,322.0,968.0,1659,8441,17.3,2007-08,0,0,0,0,0,,48,34,0.585,9   ,28-24,10-6 ,27-14,21-20,2-2 ,1610612744,1434.8767406786335
Houston Rockets,2798,6232,515.0,1526.0,1287,1761,948.0,2513.0,3461.0,1645,566.0,406.0,1010.0,1498,7398,15.91,2007-08,1,0,0,0,0,5.0,55,27,0.671,2   ,33-19,8-8  ,31-10,24-17,0-1 ,1610612745,1545.4152883665863
Indiana Pacers,2964,6693,730.0,1967.0,1491,1945,848.0,2533.0,3381.0,1797,599.0,405.0,1153.0,1825,8149,15.62,2007-08,0,0,0,0,0,,36,46,0.439,30  ,24-28,5-11 ,21-20,15-26,1-2 ,1610612754,1378.9734446607815
Los Angeles Clippers,2559,5836,330.0,992.0,1586,2005,670.0,2238.0,2908.0,1581,485.0,341.0,1006.0,1527,7034,13.43,2007-08,0,0,0,0,0,,23,59,0.28,34  ,13-39,5-11 ,13-28,10-31,2-2 ,1610612746,1184.8884552213074
Los Angeles Lakers,3080,6420,648.0,1701.0,1640,2116,806.0,2547.0,3353.0,1903,601.0,396.0,1041.0,1538,8448,18.65,2007-08,1,1,1,1,0,4.0,57,25,0.695,--  ,37-15,12-4 ,30-11,27-14,4-0 ,1610612747,1636.3619457327986
Memphis Grizzlies,2899,6355,589.0,1675.0,1434,1941,723.0,2318.0,3041.0,1507,460.0,357.0,1126.0,1354,7821,14.32,2007-08,0,0,0,0,0,,22,60,0.268,35  ,11-41,2-14 ,14-27,8-33 ,1-4 ,1610612763,1215.563519278212
Miami Heat,2522,5650,427.0,1181.0,1205,1638,615.0,2032.0,2647.0,1486,508.0,249.0,1015.0,1382,6676,12.7,2007-08,0,0,0,0,0,,15,67,0.183,51  ,8-44 ,2-14 ,9-32 ,6-35 ,0-6 ,1610612748,1121.9059394211697
Milwaukee Bucks,2899,6459,449.0,1299.0,1382,1881,986.0,2223.0,3209.0,1604,511.0,336.0,1097.0,1598,7629,13.18,2007-08,0,0,0,0,0,,26,56,0.317,40  ,18-34,6-10 ,19-22,7-34 ,2-4 ,1610612749,1171.0056272796355
Minnesota Timberwolves,2973,6542,426.0,1219.0,1191,1613,906.0,2298.0,3204.0,1583,592.0,271.0,1078.0,1743,7563,13.04,2007-08,0,0,0,0,0,,22,60,0.268,35  ,14-38,3-13 ,15-26,7-34 ,1-1 ,1610612750,1279.114735088682
New Orleans Pelicans,3054,6548,614.0,1574.0,1264,1633,910.0,2416.0,3326.0,1760,608.0,308.0,888.0,1465,7986,14.57,2007-08,0,0,0,0,0,4.0,56,26,0.683,1   ,34-18,10-6 ,30-11,26-15,4-0 ,1610612740,1559.1832519181166
New York Knicks,2879,6518,488.0,1447.0,1471,2013,986.0,2357.0,3343.0,1500,501.0,204.0,1083.0,1644,7717,13.11,2007-08,0,0,0,0,0,,23,59,0.28,43  ,20-32,5-11 ,15-26,8-33 ,2-5 ,1610612752,1201.5741301466703
Oklahoma City Thunder,2976,6655,290.0,867.0,1388,1797,900.0,2525.0,3425.0,1687,499.0,364.0,1178.0,1565,7630,14.97,2007-08,0,0,0,0,0,,20,62,0.244,37  ,12-40,6-10 ,13-28,7-34 ,3-1 ,1610612760,1216.460883210335
Orlando Magic,2941,6173,776.0,1991.0,1605,2223,729.0,2579.0,3308.0,1665,499.0,326.0,1088.0,1592,8263,15.98,2007-08,1,1,0,0,0,6.0,52,30,0.634,14  ,38-14,12-4 ,25-16,27-14,4-0 ,1610612753,1471.7672326829245
Philadelphia 76ers,2993,6481,297.0,936.0,1483,2097,1040.0,2303.0,3343.0,1613,691.0,377.0,1091.0,1530,7766,14.63,2007-08,1,0,0,0,0,7.0,40,42,0.488,26  ,25-27,7-9  ,22-19,18-23,1-2 ,1610612755,1416.7423047897928
Phoenix Suns,3190,6310,630.0,1588.0,1490,1896,680.0,2555.0,3235.0,2081,501.0,489.0,1073.0,1464,8500,19.29,2007-08,1,0,0,0,0,6.0,55,27,0.671,2   ,31-21,10-6 ,30-11,25-16,1-2 ,1610612756,1522.2229752663288
Portland Trail Blazers,2891,6436,534.0,1402.0,1391,1810,871.0,2378.0,3249.0,1715,441.0,341.0,974.0,1576,7707,14.23,2007-08,0,0,0,0,0,,41,41,0.5,16  ,26-26,11-5 ,28-13,13-28,5-2 ,1610612757,1369.076379840261
Sacramento Kings,2807,6005,470.0,1268.0,1697,2089,723.0,2196.0,2919.0,1391,588.0,306.0,1114.0,1615,7781,14.92,2007-08,0,0,0,0,0,,38,44,0.463,19  ,21-31,3-13 ,26-15,12-29,3-1 ,1610612758,1404.6293535805646
San Antonio Spurs,2856,6191,571.0,1527.0,1326,1740,761.0,2544.0,3305.0,1646,501.0,330.0,934.0,1476,7609,14.52,2007-08,1,1,1,0,0,9.0,56,26,0.683,1   ,33-19,10-6 ,34-7 ,22-19,1-1 ,1610612759,1584.3909762983203
Toronto Raptors,2986,6317,545.0,1384.0,1263,1555,740.0,2365.0,3105.0,1844,534.0,328.0,847.0,1451,7780,16.58,2007-08,1,0,0,0,0,6.0,41,41,0.5,25  ,29-23,10-6 ,25-16,16-25,1-4 ,1610612761,1318.5876089969547
Utah Jazz,3228,6459,394.0,1057.0,1738,2287,922.0,2372.0,3294.0,2144,703.0,351.0,1138.0,1922,8588,16.03,2007-08,1,1,0,0,0,8.0,54,28,0.659,3   ,33-19,10-6 ,37-4 ,17-24,1-0 ,1610612762,1573.6960802544295
Washington Wizards,2862,6370,535.0,1474.0,1463,1864,979.0,2309.0,3288.0,1531,600.0,385.0,965.0,1544,7722,14.31,2007-08,1,0,0,0,0,5.0,43,39,0.524,23  ,29-23,10-6 ,25-16,18-23,5-4 ,1610612764,1415.9167304887137
Atlanta Hawks,2775,6213,333.0,996.0,1644,2158,950.0,2237.0,3187.0,1549,597.0,441.0,1223.0,1892,7527,12.84,2006-07,0,0,0,0,0,,30,52,0.366,23  ,17-35,5-11 ,18-23,12-29,2-6 ,1610612737,1265.2979148930629
Boston Celtics,2826,6378,470.0,1281.0,1659,2162,895.0,2344.0,3239.0,1620,577.0,363.0,1263.0,1905,7781,14.12,2006-07,0,0,0,0,0,,24,58,0.293,29  ,16-36,7-9  ,12-29,12-29,4-1 ,1610612738,1234.986563207172
Brooklyn Nets,2835,6233,609.0,1675.0,1538,2112,786.0,2477.0,3263.0,1947,478.0,268.0,1132.0,1817,7817,14.58,2006-07,0,0,0,0,0,12.0,41,41,0.5,12  ,31-21,10-6 ,24-17,17-24,3-4 ,1610612751,1467.4186023852535
Charlotte Hornets,2835,6343,452.0,1256.0,1461,1987,862.0,2219.0,3081.0,1776,610.0,354.0,1079.0,1790,7583,14.39,2006-07,0,0,0,0,0,,33,49,0.402,20  ,24-28,9-7  ,20-21,13-28,5-5 ,1610612766,1352.753659190627
Chicago Bulls,2957,6451,480.0,1231.0,1472,1991,918.0,2481.0,3399.0,1776,620.0,433.0,1201.0,1772,7866,15.25,2006-07,1,1,0,0,0,10.0,49,33,0.598,4   ,36-16,12-4 ,31-10,18-23,2-2 ,1610612741,1528.8188607178636
Cleveland Cavaliers,2901,6445,470.0,1326.0,1443,2071,1001.0,2444.0,3445.0,1656,596.0,345.0,1087.0,1678,7715,14.87,2006-07,1,1,1,1,0,8.0,50,32,0.61,3   ,31-21,10-6 ,30-11,20-21,3-4 ,1610612739,1537.632906760152
Dallas Mavericks,2939,6248,524.0,1368.0,1594,1960,898.0,2451.0,3349.0,1594,549.0,398.0,1030.0,1755,7996,15.03,2006-07,1,0,0,0,0,1.0,67,15,0.817,--  ,40-12,14-2 ,36-5 ,31-10,1-1 ,1610612742,1592.155479391334
Denver Nuggets,3069,6560,465.0,1347.0,1790,2388,956.0,2432.0,3388.0,1873,651.0,408.0,1260.0,1660,8393,17.28,2006-07,1,0,0,0,0,6.0,45,37,0.549,22  ,27-25,9-7  ,23-18,22-19,2-2 ,1610612743,1470.8196994367606
Detroit Pistons,2871,6316,448.0,1297.0,1502,1933,863.0,2253.0,3116.0,1731,558.0,424.0,922.0,1573,7692,15.27,2006-07,1,1,1,0,0,3.0,53,29,0.646,--  ,36-16,9-7  ,26-15,27-14,2-3 ,1610612765,1539.152537717161
Golden State Warriors,2993,6449,657.0,1844.0,1358,1906,834.0,2218.0,3052.0,1782,681.0,381.0,1144.0,1693,8001,17.06,2006-07,1,1,0,0,0,16.0,42,40,0.512,25  ,28-24,6-10 ,30-11,12-29,2-1 ,1610612744,1496.7116586232669
Houston Rockets,2779,6179,664.0,1737.0,1367,1817,833.0,2551.0,3384.0,1626,549.0,332.0,1056.0,1568,7589,16.4,2006-07,1,0,0,0,0,5.0,52,30,0.634,15  ,28-24,8-8  ,28-13,24-17,3-3 ,1610612745,1474.051514835705
Indiana Pacers,2704,6178,465.0,1331.0,1491,1949,932.0,2269.0,3201.0,1575,546.0,406.0,1170.0,1692,7364,14.27,2006-07,0,0,0,0,0,,35,47,0.427,18  ,25-27,8-8  ,22-19,13-28,2-1 ,1610612754,1265.130278646188
Los Angeles Clippers,2789,6084,308.0,871.0,1715,2167,797.0,2319.0,3116.0,1704,560.0,435.0,1127.0,1709,7601,14.73,2006-07,0,0,0,0,0,,40,42,0.488,27  ,23-29,8-8  ,25-16,15-26,1-1 ,1610612746,1411.6067086788448
Los Angeles Lakers,3057,6561,588.0,1674.0,1656,2215,874.0,2449.0,3323.0,1806,584.0,421.0,1212.0,1855,8358,15.79,2006-07,1,0,0,0,0,7.0,42,40,0.512,25  ,28-24,10-6 ,25-16,17-24,4-6 ,1610612747,1348.8733795321236
Memphis Grizzlies,2921,6268,479.0,1306.0,1771,2329,811.0,2265.0,3076.0,1614,520.0,394.0,1235.0,1728,8092,14.38,2006-07,0,0,0,0,0,,22,60,0.268,45  ,14-38,2-14 ,14-27,8-33 ,3-5 ,1610612763,1272.8786926907785
Miami Heat,2819,5991,503.0,1458.0,1338,1945,783.0,2462.0,3245.0,1599,540.0,436.0,1101.0,1675,7479,15.53,2006-07,1,0,0,0,0,4.0,44,38,0.537,9   ,27-25,9-7  ,27-14,17-24,3-4 ,1610612748,1385.9133084366126
Milwaukee Bucks,3022,6468,500.0,1404.0,1368,1864,906.0,2173.0,3079.0,1697,561.0,216.0,1143.0,1718,7912,13.9,2006-07,0,0,0,0,0,,28,54,0.341,25  ,15-37,1-15 ,18-23,10-31,1-4 ,1610612749,1224.7122555011324
Minnesota Timberwolves,2903,6266,378.0,1068.0,1441,1810,755.0,2359.0,3114.0,1802,508.0,304.0,1177.0,1600,7625,14.01,2006-07,0,0,0,0,0,,32,50,0.39,35  ,18-34,6-10 ,20-21,12-29,6-4 ,1610612750,1252.2935506374438
New Orleans Pelicans,2866,6419,418.0,1164.0,1388,1880,999.0,2430.0,3429.0,1518,510.0,339.0,1084.0,1565,7538,14.54,2006-07,0,0,0,0,0,,39,43,0.476,28  ,23-29,6-10 ,24-17,15-26,7-0 ,1610612740,1426.559384950874
New York Knicks,2862,6249,474.0,1370.0,1694,2360,998.0,2444.0,3442.0,1528,532.0,234.0,1302.0,1845,7892,14.14,2006-07,0,0,0,0,0,,33,49,0.402,20  ,22-30,3-13 ,19-22,14-27,6-2 ,1610612752,1287.6865962890777
Oklahoma City Thunder,2959,6440,523.0,1441.0,1473,1851,870.0,2208.0,3078.0,1678,620.0,285.0,1123.0,1681,7914,14.88,2006-07,0,0,0,0,0,,31,51,0.378,36  ,18-34,8-8  ,20-21,11-30,2-3 ,1610612760,1294.784919142787
Orlando Magic,2784,5886,313.0,880.0,1638,2338,857.0,2312.0,3169.0,1458,537.0,410.0,1286.0,1781,7519,13.92,2006-07,1,0,0,0,0,8.0,40,42,0.488,13  ,26-26,9-7  ,25-16,15-26,0-3 ,1610612753,1359.143714618613
Philadelphia 76ers,2810,6164,283.0,813.0,1559,2006,789.0,2200.0,2989.0,1637,561.0,359.0,1160.0,1500,7462,14.37,2006-07,0,0,0,0,0,,35,47,0.427,18  ,24-28,9-7  ,21-20,14-27,5-2 ,1610612755,1427.0464016333756
Phoenix Suns,3302,6622,741.0,1845.0,1451,1796,714.0,2501.0,3215.0,2096,540.0,387.0,1119.0,1589,8796,18.23,2006-07,1,1,0,0,0,4.0,61,21,0.744,6   ,36-16,11-5 ,33-8 ,28-13,4-3 ,1610612756,1544.256780873544
Portland Trail Blazers,2714,5964,398.0,1110.0,1446,1885,868.0,2162.0,3030.0,1376,510.0,359.0,1099.0,1728,7272,13.34,2006-07,0,0,0,0,0,,32,50,0.39,35  ,19-33,7-9  ,18-23,14-27,5-5 ,1610612757,1299.3557710383975
Sacramento Kings,2816,6256,515.0,1456.0,1839,2371,723.0,2273.0,2996.0,1633,644.0,244.0,1111.0,1678,7986,14.67,2006-07,0,0,0,0,0,,33,49,0.402,34  ,18-34,5-11 ,20-21,13-28,0-5 ,1610612758,1301.2910110793357
San Antonio Spurs,2944,6198,585.0,1537.0,1454,1936,748.0,2520.0,3268.0,1794,576.0,414.0,1064.0,1547,7927,15.98,2006-07,1,1,1,1,1,12.0,58,24,0.707,9   ,38-14,10-6 ,31-10,27-14,2-2 ,1610612759,1688.2490229979103
Toronto Raptors,2953,6361,513.0,1412.0,1521,1919,727.0,2439.0,3166.0,1764,569.0,317.0,1026.0,1613,7940,15.64,2006-07,1,0,0,0,0,3.0,47,35,0.573,6   ,33-19,11-5 ,30-11,17-24,3-0 ,1610612761,1460.39752763891
Utah Jazz,2970,6189,341.0,995.0,1772,2371,986.0,2356.0,3342.0,1906,538.0,326.0,1157.0,1915,8053,16.23,2006-07,1,1,1,0,0,12.0,51,31,0.622,16  ,32-20,10-6 ,31-10,20-21,2-3 ,1610612762,1510.7899538343434
Washington Wizards,2914,6404,524.0,1493.0,1814,2354,909.0,2214.0,3123.0,1553,595.0,326.0,1018.0,1594,8166,15.78,2006-07,1,0,0,0,0,7.0,41,41,0.5,12  ,27-25,8-8  ,26-15,15-26,3-3 ,1610612764,1279.231344621349
Atlanta Hawks,2844,6279,417.0,1134.0,1595,2111,982.0,2084.0,3066.0,1594,552.0,368.0,1168.0,1823,7700,14.33,2005-06,0,0,0,0,0,,26,56,0.317,38  ,19-33,5-11 ,18-23,8-33 ,5-3 ,1610612737,1253.4426274199022
Boston Celtics,2786,5929,445.0,1231.0,1554,2058,766.0,2302.0,3068.0,1611,538.0,404.0,1206.0,1833,7571,14.62,2005-06,0,0,0,0,0,,33,49,0.402,31  ,19-33,10-6 ,21-20,12-29,2-3 ,1610612738,1311.189933425346
Brooklyn Nets,2600,5894,471.0,1402.0,1583,2076,761.0,2399.0,3160.0,1784,532.0,266.0,973.0,1726,7254,13.97,2005-06,0,0,0,0,0,6.0,49,33,0.598,15  ,33-19,10-6 ,29-12,20-21,3-1 ,1610612751,1443.177110173401
Charlotte Hornets,2857,6552,418.0,1202.0,1516,2089,937.0,2155.0,3092.0,1645,777.0,339.0,1050.0,1831,7648,14.63,2005-06,0,0,0,0,0,,26,56,0.317,38  ,18-34,5-11 ,17-24,9-32 ,4-4 ,1610612766,1311.163035332053
Chicago Bulls,2938,6583,548.0,1427.0,1436,1937,881.0,2527.0,3408.0,1772,491.0,338.0,1169.0,1965,7860,15.94,2005-06,1,0,0,0,0,7.0,41,41,0.5,23  ,30-22,4-12 ,21-20,20-21,3-5 ,1610612741,1440.7222447170873
Cleveland Cavaliers,2824,6164,480.0,1401.0,1627,2232,908.0,2407.0,3315.0,1505,535.0,377.0,1028.0,1601,7755,15.11,2005-06,1,1,0,0,0,8.0,50,32,0.61,14  ,34-18,11-5 ,31-10,19-22,5-0 ,1610612739,1513.397903162352
Dallas Mavericks,2846,6146,415.0,1108.0,1739,2210,973.0,2300.0,3273.0,1438,563.0,450.0,994.0,1708,7846,15.56,2005-06,1,1,1,1,1,16.0,60,22,0.732,3   ,37-15,13-3 ,34-7 ,26-15,5-2 ,1610612742,1576.1311605989208
Denver Nuggets,3001,6468,328.0,1002.0,1693,2267,894.0,2440.0,3334.0,1852,680.0,459.0,1141.0,1810,8023,16.39,2005-06,1,0,0,0,0,3.0,44,38,0.537,19  ,25-27,10-6 ,26-15,18-23,4-4 ,1610612743,1376.0388730646198
Detroit Pistons,2810,6149,523.0,1350.0,1369,1852,904.0,2202.0,3106.0,1849,540.0,455.0,803.0,1364,7512,15.95,2005-06,1,1,1,0,0,3.0,64,18,0.78,--  ,39-13,13-3 ,37-4 ,27-14,2-2 ,1610612765,1530.2727267449768
Golden State Warriors,2847,6569,623.0,1815.0,1550,2156,938.0,2404.0,3342.0,1630,578.0,347.0,1073.0,1855,7867,15.45,2005-06,0,0,0,0,0,,34,48,0.415,29  ,19-33,4-12 ,21-20,13-28,1-5 ,1610612744,1312.3614596767234
Houston Rockets,2571,5910,441.0,1329.0,1434,1892,794.0,2424.0,3218.0,1469,536.0,310.0,1033.0,1718,7017,14.4,2005-06,0,0,0,0,0,,34,48,0.415,29  ,19-33,1-15 ,15-26,19-22,2-2 ,1610612745,1344.6754879143332
Indiana Pacers,2772,6222,529.0,1513.0,1569,2131,898.0,2537.0,3435.0,1617,587.0,406.0,1193.0,1799,7642,16.01,2005-06,1,0,0,0,0,6.0,41,41,0.5,23  ,24-28,6-10 ,27-14,14-27,0-2 ,1610612754,1358.679883185322
Los Angeles Clippers,2865,6126,277.0,784.0,1625,2043,777.0,2539.0,3316.0,1629,509.0,470.0,1062.0,1703,7632,15.78,2005-06,1,1,0,0,0,12.0,47,35,0.573,16  ,27-25,7-9  ,27-14,20-21,3-2 ,1610612746,1482.581897769517
Los Angeles Lakers,2879,6300,543.0,1533.0,1554,2063,899.0,2335.0,3234.0,1675,597.0,313.0,1036.0,1745,7855,15.33,2005-06,1,0,0,0,0,7.0,45,37,0.549,18  ,27-25,9-7  ,27-14,18-23,3-4 ,1610612747,1475.0286677741726
Memphis Grizzlies,2664,5937,572.0,1537.0,1444,2025,797.0,2306.0,3103.0,1542,568.0,439.0,1019.0,1653,7344,13.84,2005-06,1,0,0,0,0,5.0,49,33,0.598,14  ,31-21,6-10 ,30-11,19-22,2-3 ,1610612763,1454.523636271274
